timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1596720673949,8305,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720673949,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720674949,76458,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720674949,7345,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720674949,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720675949,76458,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720675949,5955,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720675949,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720676949,76458,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720676950,9255,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720676950,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720677950,76511,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720677950,14897,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720677950,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720678951,76701,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720678953,34728,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720678953,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720679953,76733,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720679954,30880,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720679954,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720680959,76725,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720680980,21376,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720680980,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720681980,76725,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720682000,21111,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720682001,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720683001,76725,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720683022,34996,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720683022,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720684023,76757,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720684023,18317,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720684023,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720685023,76771,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720685023,21891,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720685023,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720686023,76748,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720686024,31511,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720686024,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720687024,76748,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720687024,19600,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720687024,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720688025,76731,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720688025,18737,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720688025,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720689025,76820,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720689025,30087,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720689025,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720690025,76834,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720690025,21092,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720690025,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720691025,76833,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720691025,19899,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720691026,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720692026,76935,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720692027,49425,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720692027,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720693027,77000,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720693027,49612,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720693027,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720694027,76932,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720694027,25406,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720694027,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720695027,76916,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720695027,22307,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720695027,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720696027,76929,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720696027,19914,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720696027,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720697027,76698,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720697027,21022,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720697028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720698028,76698,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720698028,19509,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720698028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720699028,76698,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720699028,19077,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720699028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720700028,76680,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720700028,19001,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720700028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720701028,76680,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720701028,20310,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720701028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720702028,76700,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720702028,19781,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720702028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720703028,76730,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720703028,20603,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720703028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720704028,76727,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720704028,15627,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720704028,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720705029,76726,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720705029,22785,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720705029,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720706029,76778,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720706029,42946,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720706029,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720707029,76777,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720707029,22658,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720707029,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720708029,76776,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720708062,20014,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720708063,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720709063,76799,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720709080,41798,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720709080,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720710084,76825,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720710105,34392,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720710106,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720711108,76825,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720711113,21166,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720711114,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720712114,76853,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720712114,22194,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720712114,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720713114,76852,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720713114,18336,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720713115,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720714116,76898,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720714116,21482,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720714116,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720715116,77009,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720715116,44152,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720715116,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720716116,77007,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720716116,17972,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720716116,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720717116,76836,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720717116,22986,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
